tweet_id,athlete_display_name,raw_content,gold_sentiment,final_sentiment,agreement_status
889311120980295682,Harmanpreet Kaur,Okay something shitty I've seen as a phenomenon regarding and including #INDvENG #HarmanPreetKaur #WomenInBlue #WomensWorldCup2017  (part 1),negative,negative,full_agreement
1396320535445872645,Sushil Kumar,"Wrestler Sushil Kumar, wanted in a murder case, arrested by Delhi Police https://t.co/jshqSY5E8T",negative,negative,full_agreement
545476229197877249,Sarita Devi,Sarita Devi banned for Asiad medal snub http://t.co/TtvxKeWbu5 #Baxing #Corruption,negative,negative,full_agreement
318645072486858752,Vijender Singh,"Boxer Vijender Singh took heroin 12 times, Punjab Police say ..http://t.co/z7aqgge0zz",negative,negative,full_agreement
318631825494900737,Vijender Singh,"Haha RT @cricketwallah Vijender Singh was a hero, but looks like he got the wrong heroin!",negative,negative,full_agreement
888964712813256705,Harmanpreet Kaur,Latest Sensation Harmanpreet Kaur Responded To Her Idol Virender Sehwag’s Tweet In The Most Wonderful Way And... https://t.co/9Khu8llaXt,positive,positive,full_agreement
1738862714754326753,Virat Kohli,"RT @omzcharts: Insane growth by $SOL lately, anyone trading this move? Trade it at https://t.co/0GCDk4iT3f

Expecting continued volatility in either direction, there will be tons of opportunities here to trade. Will start trading this myself as well, will tweet if I enter anything. 🙏🔥🔥 https://t.co/Hw0COEOMH8",positive,positive,majority_agreement
1399659507987320834,Sushil Kumar,"Wrestler Sushil Kumar’s Arms License Suspended, Says Delhi Police

Read Here: https://t.co/7ySWUHiSs6

@DelhiPolice | #SushilKumar | https://t.co/oJdL2QCGiO",negative,negative,full_agreement
1396324377319251969,Sushil Kumar,"#BREAKING: Wrestler Sushil Kumar has been arrested from Delhi, said Neeraj Thakur, Special CP. 

#SushilKumar #Wrestling #Delhi 

https://t.co/TrTdLEtbCw",negative,negative,full_agreement
341786080447700992,Vijender Singh,No developments in Vijender Singh drug case @sardesairajdeep WHY? @sagarikaghose,negative,negative,full_agreement
1397946067455447041,Sushil Kumar,"Images Show Olympian Sushil Kumar Attacking Wrestler, Who Died Later https://t.co/AnIPAWohPS",negative,negative,full_agreement
1674443656630255617,Sakshi Malik,@SakshiMalik Jay Bheem namo buddhay,negative,negative,majority_agreement
1431265593609572352,Sushil Kumar,"Sushil Kumar Still the Best Wrestler in India, He Enlivened Wrestling: Bajrang Punia https://t.co/1lCe5eXc6l",positive,positive,full_agreement
1454532187848515587,Virat Kohli,"Laughing on those morns who trend wrong about him speak rubbish and still Kohli don't give them a fuck 
😭galli ke kutte

We will always stand with u Virat Kohli
#DiwaliAsPerViratKohli https://t.co/mU7rCGoZxG",positive,positive,full_agreement
318426348064497664,Vijender Singh,"Vijender Singh took heroin 12 times: Punjab Police: In fresh trouble for international boxer and Olympic medallist Vijender Singh, Pu...",negative,negative,full_agreement
1674337614940475392,Sakshi Malik,@SakshiMalik Agar mauka Mila toh reservation se tere kushti ka quota kha jayega ye nalayak.,negative,negative,majority_agreement
552101453515341825,Sarita Devi,No appeal lies against Sarita Devi's ban: Boxing India to HC http://t.co/bor31C53Ot #SaritaDevi,negative,negative,majority_agreement
892690719667703808,Harmanpreet Kaur,Harmanpreet Kaur ruled out of Women’s Super League due to shoulder injury  https://t.co/Xg5w75LEeQ https://t.co/BeC1OAtZ75,negative,negative,majority_agreement
1402479704876015617,Sushil Kumar,"You are concerned about his reputation and we are concerned about 22 people who have died, going by your logics in Indian jurisdiction the investigation sud not be carried out on any person as everyone has social reputation so as Sushil Kumar wrestler-Padam Sri awardee.",negative,negative,full_agreement
1454311649456783367,Virat Kohli,"@ABDharmadhikari In a stark reminder of tensions between the two political and sporting rivals, a Pakistani man was arrested on Wednesday for displaying the flag of neighbor and nemesis India atop his house, but told officials he only did it as a tribute to Indian cricket captain Virat Kohli",neutral,neutral,tie
318704128991850497,Vijender Singh,"Do we need experts? He jus couldn't handle fame! “@Sports_NDTV: Vijender Singh's career may nosedive, feel experts http://t.co/6cQmegCxA2”",negative,negative,full_agreement
1673177532282331136,Sakshi Malik,@SakshiMalik हुड्डा की मोहरा कम से कम अपने पत्र में तारीख़ तो लिखा होता?😝,negative,negative,full_agreement
318907222455377920,Vijender Singh,"Can't test Vijender Singh for heroin, says anti-doping agency: Just hours after the Sports Ministry asked the ... http://t.co/KPmqz3sWm2",negative,negative,majority_agreement
889140365583937538,Harmanpreet Kaur,"106/2 27 Overs
Need 123 To Win Off 23 Overs.

Harmanpreet Kaur 39(60) &amp; Punam Raut 45(69) Batting Sensibly🙏🏾
#INDvENG #INDvsENG #WWC17Final",positive,positive,full_agreement
892708652599185408,Harmanpreet Kaur,"@capt_amarinder, joined by DGP Suresh Arora, hands over Rs 5 lakh to cricketer Harmanpreet Kaur. https://t.co/vEM9Leq7NF",positive,positive,full_agreement
1454527774702456833,Virat Kohli,"The champion of free speech @bdutt doesn’t allow replies on her tweet !
The idiot Indian captain @ falls prey to false news. He gives selective gyaan on Diwali 
#Barkha &amp; #ViratKohli you R a disgrace !
Time has come to kick out this useless Captain @imVkohli  from ODI &amp; Test",negative,negative,full_agreement
343754533035458560,Vijender Singh,Boxer Vijender Singh's Bollywood punch http://t.co/PU96kjxu5b,negative,negative,majority_agreement
545408871607443456,Sarita Devi,"Compliments 2 Union Sports Minister, Indian Boxing Federation n Sachin Tendulkar 4 concerted efforts 4 Sarita Devi 2 return in boxing career",positive,positive,full_agreement
1674244108049874944,Sakshi Malik,@SakshiMalik बुरा मत मानना लेकिन इतनी खरोंच तो हमारे खेतों में तारबंदी करते टाइम आ जाती है।,negative,negative,majority_agreement
1454111418135891975,Virat Kohli,"@ShirazHassan @msdhoni What about a boy look alike Virat Kohli, who sentenced 10 years imprisonment.",negative,negative,full_agreement
1454512682028044288,Virat Kohli,"31 अक्टूबर को खेला जाएगा अहम मुकाबला
#T20WC #INDvsNZ #ViratKohli
https://t.co/iQP4ZA11CN",neutral,neutral,full_agreement
318574725020405762,Vijender Singh,"Punjab Police says Boxer Vijender Singh took drugs 12 times. So for a change, this time Jail would get an Olympian rather than a Politician.",negative,negative,full_agreement
557579743873101824,Sarita Devi,"Rahul Dravid doesn’t support Sarita Devi for not accepting Asian Games Medal: ""Bindra's achievements helped me... http://t.co/oRNynCGqvC",negative,negative,full_agreement
325177837021696000,Vijender Singh,"When I first heard Vijender Singh was linked to 130 kg heroin, i thought it was Sonakshi Sinha. Later I realised it was heroin not heroine!!",positive,positive,majority_agreement
889389742126714881,Harmanpreet Kaur,Amarinder Singh has also announced a cash prize of Rs5 lakh for Harmanpreet Kaur for playing a crucial role in Ind… https://t.co/Skq8CCI8ru https://t.co/ZbX5svYMpf,positive,positive,full_agreement
318977760330670080,Vijender Singh,ndtv: Punjab Police likely to move fresh application in court to get Vijender Singh's hair and blood samples: ... http://t.co/xKHXnAs9mr,negative,negative,majority_agreement
537733908108820480,Sarita Devi,Heard in the news that Sachin supports Sarita Devi.If sports persons start behaving in a self pitying and absurd way why support such acts?,negative,negative,full_agreement
889140695314952193,Harmanpreet Kaur,"Ab hamara naak kaan sab #HarmanPreetKaur ke haath me hai !!
#WWC17Final 
#IndvsEng",positive,positive,full_agreement
1402917025761021957,Sushil Kumar,"How Sushil Kumar Brawl Caused Sagar Rana's Murder: Eyewitness Recalls
#sushilkumararrested #SushilKumar #Wrestler 
https://t.co/MX1kNoRC6S",negative,negative,full_agreement
324180357073231872,Vijender Singh,Vijender Singh negative for drugs - ESPN http://t.co/tyje3iqlfa http://t.co/PcMA64BcG7,positive,positive,majority_agreement
889007136948224000,Harmanpreet Kaur,"Harmanpreet Kaur (Cricketer) Height, Weight, Age, Family, Husband . harmanpreet-kaur: https://t.co/cOeXEiyu2s via @YouTube",neutral,neutral,majority_agreement
545451087990243328,Sarita Devi,Boxer Sarita Devi gets a year's ban: NEW DELHI: Asian Games bronze medalist L Sarita Devi heaved a sigh of rel... http://t.co/pDty8G2UeX,negative,negative,tie
318702648213790720,Vijender Singh,Sports ministry asks NADA to carry out test on boxer Vijender Singh: PTI #htpunjab,neutral,neutral,majority_agreement
889133090123137025,Harmanpreet Kaur,"Final: After 21.0 Ov, India Women 73/2. Poonam Raut 33 (51b), Harmanpreet Kaur 19 (40b) #ENGWvINDW #WWC17Final #WWC17",neutral,neutral,majority_agreement
1768441992206553332,Virat Kohli,"Dive into Combinatorics, Modeling &amp; Elementary Number Theory! 📘 Ivan Cherednik's guide covers diverse topics like graph theory &amp; cryptography. 

Curious? Read the FREE sample chapter now! https://t.co/y7FeJ7JTtC

#Combinatorics #NumberTheory",neutral,neutral,majority_agreement
318624487727853568,Vijender Singh,Of Vijender Singh and heroin - the thin line between fact and fiction - http://t.co/It85fnXI6l,negative,negative,full_agreement
1454431845928427537,Virat Kohli,"#T20WorldCup: कप्तान विराट कोहली ने हार्दिक पांड्या की फिटनेस को लेकर अहम बात कही है.  

#ViratKohli #HardikPandya #INDvNZ 

https://t.co/0GBCjzSTN5",positive,positive,majority_agreement
1673161129575555072,Sakshi Malik,@SakshiMalik Behan... Ab rehne do.. Bas bahut ho Gaya. Chup ho jaayegi to thodi si izzat Bach jaayegi.,negative,negative,full_agreement
1423249257239224327,Sushil Kumar,"Ravi Kumar Dahiya joins the elite league of Indians who won Olympic Medals in Wrestling like KD Jadhav, Sushil Kumar, Yogeshwar Dutt and Sakshi Malik.

India's wrestlers continue to win medals at international games and championships. Wrestling being India's traditional sport. https://t.co/jP2N7IK7hi",positive,positive,full_agreement
1454362464338972678,Virat Kohli,"আফগানিস্তান ম‍্যাচে রেকর্ড গড়লেন বাবর, টপকে গেলেন বিরাট কোহলিকে
#PakistanCricketTeam #BabarAzam #ViratKohli
https://t.co/jRjC6pwAb7",positive,positive,full_agreement
555930188492447744,Sarita Devi,Sachin Tendulkar meets Sarita Devi: Master Blaster Sachin Tendulkar met the ace Indian boxer Sarita Devi at hi... http://t.co/OOcRZXu30n,neutral,neutral,majority_agreement
532430654328172544,Sarita Devi,Boxer Sarita Devi faces long ban for her Asian Games protest: AIBA: Indian boxer L Sarita… http://t.co/HlmcmCKJ1V,negative,negative,full_agreement
1454584779270246401,Virat Kohli,@vijaylokapally @imVkohli Absolutely proud of Virat Kohli and Mushrafe Mortaza. These guys stood against the zealots and had the guts to say against them. Hat off to you. No hate should be allowed against anyone and especially against those who represent the country.,positive,positive,full_agreement
1674324620756000774,Sakshi Malik,2022 में ब्रजभूषण की प्रशंसा कर रही थी 2023 में धरने पर बेठ गयी नौटंकी @SakshiMalik  यदि कई वर्षों से दुष्कर्म कर रहा हें ब्रजभूषण तो 2022 में उसकी प्रशंसा क्यों कर रही थी https://t.co/5GHYy6RjbU,negative,negative,full_agreement
552885547329257473,Sarita Devi,We request @PMOIndia n @HMOIndia help save WomanBoxer Sarita Devi'career?! @aajtak @dna @ndtv @ZeeNews @sachin_rt http://t.co/LgVytfgUcO,positive,positive,full_agreement
318632999321210880,Vijender Singh,The Punjab Police on Sunday claimed to have established that Olympic medalist Vijender Singh consumed heroin at... http://t.co/YnRf59G3Ka,negative,negative,full_agreement
1673527511706378241,Sakshi Malik,"#WrestlerProtest | The Rouse Avenue Court in Delhi to hear the case on the charge sheet filed in the #BrijBhushanSharanSingh matter on Tuesday.

Click on the 🔗 to read more: https://t.co/rkKzfq5gxe

#WFI #SakshiMalik #protest #DelhiPolice #ABPLive https://t.co/AuaBoGruYu",negative,negative,majority_agreement
318709945359015936,Vijender Singh,Sports ministry gives a go ahead to NADA for dope tests to be conducted on boxer Vijender Singh,neutral,neutral,majority_agreement
344336104922701824,Vijender Singh,Akshay Kumar to launch boxing champion Vijender Singh in Bollywood film http://t.co/l49xZygQbu,negative,negative,majority_agreement
1396716061244882946,Sushil Kumar,@DaTruthPrevail @SandyAhlawat89 Wrestler Sushil Kumar,neutral,neutral,majority_agreement
1454480694835433472,Virat Kohli,"@DavidMillerSA12 Thats why some spinless person deleted his pinterest link?

Attac¢king Hindu Festival For Few Money Shame on You Kohli 

#ViratKohli is Such Coward https://t.co/Lwwj6rTq4X

#INDvNZ",negative,negative,full_agreement
1672965931847544833,Sakshi Malik,@shashiskashyap @IndiaToday @SakshiMalik Deliberate drama on the day of parliament inaugration sponsored by congress party. They were denied permission to hold protests in that area they didn't listen hence were forced fully removed.,negative,negative,full_agreement
1673269453042372608,Sakshi Malik,@SakshiMalik @Phogat_Vinesh Toolkit ek sath kaam karta hai inka🤣🤣,negative,negative,full_agreement
318717473492983808,Vijender Singh,@tweetfromRaghu  a few days back I saw u supporting Vijender Singh vehemently ... Now what do you have to say ?,negative,negative,full_agreement
888982844810215424,Harmanpreet Kaur,#HarmanPreetKaur has broken D mental barrier🧠 that Girls can't hit big 6's like Roger Bannister did by breaking the 4 min mile barrier KUDOS,positive,positive,majority_agreement
1454155504914087940,Virat Kohli,@vinodkapri A Pakistani fan of Indian cricketer Virat Kohli was sentenced to 10 years’ imprisonment on Thursday. Umar Draz was arrested on Wednesday for hoisting the Indian flag atop his home in support of Virat Kohli  in Pakistan’s Punjab province while watching the India-AussieT20 match,negative,negative,full_agreement
1445122546991439873,Sushil Kumar,Chhatrasal murder: Sushil Kumar moves bail petition https://t.co/om2Tioxvjx,negative,negative,full_agreement
532435960219574272,Sarita Devi,Sarita Devi could face long ban: AIBA http://t.co/WKzMlMWy6q #RamTweets,negative,negative,full_agreement
532451216085618688,Sarita Devi,What nonsense? Boxer Sarita Devi faces long ban for her Asian Games bronze medal protest: AIBA http://t.co/4cNhA5fSxn,negative,negative,majority_agreement
319669122696880129,Vijender Singh,India Olympic boxer takes dope test: India's Olympics medal-winning boxer Vijender Singh takes a dope test aft... http://t.co/XXTv6ob939,negative,negative,full_agreement
1671392982132740096,Sakshi Malik,बबीता फोगाट ने वीडियो में दीपेंद्र हुड्डा पर भी सवाल उठाए और कहा कि उन्हें पहलवानों की इतनी फिक्र थी तो हरियाणा कुश्ती संघ के 10 साल तक अध्यक्ष रहते उनकी आवाज क्यों नहीं उठाई? उन्होंने कभी महिला पहलवानों की सुध नहीं ली। #BabitaPhogat #Sakshimalik #Haryana #WrestlerProtest https://t.co/0sZjJWBtjj,negative,negative,majority_agreement
532448960867090432,Sarita Devi,AIBA president CK Wu says boxer Sarita Devi will be heavily punished. Ruling expected soon. Says one should learn to lose also. Bad omen.,negative,negative,full_agreement
319330053836132353,Vijender Singh,Vijender Singh's coach alleges cops torturing Ram Singh to implicate boxer in drug haul case: Olympic medallis... http://t.co/FKLFOKTTxS,negative,negative,full_agreement
1436714270574608398,Sushil Kumar,@sushmita_sonii One gold medalist sushil kumar is arrested for murder charge😀,negative,negative,full_agreement
545600218951987202,Sarita Devi,Don't think Sarita Devi was given a big penalty: Vijender Singh: AIBA's decision to ban female pugilist Sarita... http://t.co/76gHvCszT7,negative,negative,full_agreement
1454518553814568960,Virat Kohli,Well said captain @imVkohli @MdShami11 #Shami #ViratKohli #INDvsNZ https://t.co/m6v5us8jau,positive,positive,full_agreement
548835195751641088,Sarita Devi,Sarita Devi Determined to Win an Olympic Medal: Sarita Devi is currently serving a one-year ban handed down by... http://t.co/W0B6BRvKp8,positive,positive,full_agreement
1766018481684676721,Virat Kohli,"🏎️ The upcoming A2RL event is more than a race. It’s a movement that aims to push the boundaries of extreme sports through AI.

Watch the action live on 27 April 2024 as eams compete for a cash prize on the iconic Yas Marina Circuit in Abu Dhabi. 🤩💰

#AspireUAE #A2RL",neutral,neutral,majority_agreement
1454425602878967811,Virat Kohli,"ফের বিরাট কোহলির রেকর্ড ভেঙে এগিয়ে গেলেন পাক অধিনায়ক বাবর আজম বিস্তারিত- https://t.co/gZQIiFGGAM

#ViratKohli #BabarAzam #IndiaVsPakistan #TeamIndia #IndianCaptain #pakistancaptain https://t.co/POeAL7Q7dg",negative,negative,majority_agreement
892369835711225860,Harmanpreet Kaur,Harmanpreet Kaur likely to miss Kia Super League in England due to a shoulder injury… https://t.co/MvZo03vyJL,negative,negative,majority_agreement
1396473691274457089,Sushil Kumar,Olympic medallist wrestler Sushil Kumar sent to 6-day police remand | More sports News – Times of India https://t.co/peSj8pRSsV,negative,negative,full_agreement
552002321492619265,Sarita Devi,Petinju Sarita Devi Belajar Nulis Buku http://t.co/fQ5ofT7MnG,positive,positive,majority_agreement
1396394545672114181,Sushil Kumar,"Delhi Police arrested Olympic wrestler Sushil Kumar in murder of wrestling champion Sagar Dhankar
https://t.co/P1bHMTGvrS
@DelhiPolice
@CPDelhi @BWBusinessworld",negative,negative,full_agreement
1454417112089260036,Virat Kohli,@BCCI @ICC @BBCHindi @BBCWorld @BBCBreaking @cnnbrk @cnni @khaleejtimes @ndtvindia @ANI @prempratap04 @cricketworldcup #Cricket Virat Kohli #INDvNZ,neutral,neutral,full_agreement
551208753656111104,Sarita Devi,Indian boxer Sarita Devi banned for one year http://t.co/65sNeoNjiP,negative,negative,full_agreement
1454369514087333892,Virat Kohli,"@IndianBoxOff Applying same logic as yours, Top 8 Indian batsmen of all time (batting skills wise):

1. Ashish Nehra
2. Sachin Tendulkar
3. MS Dhoni
4. Rishabh Pant
5. Virat Kohli
6. Rohit Sharma
7. Virender Sehwag
8. Kapil Dev",positive,positive,majority_agreement
1454447769221881860,Virat Kohli,@RCBTweets @CoachHesson Happy Birthday Sir management sir please Sold Now'Ander Fletcher Best'man opener man And M start Ky jomesan Sold And Return RCB Teames Virat Kohli 2 AB DE Villiers Big Boss Spider man🕷️🕷️🕷️🕷️ Gelan Maxwell Divdat Padikal retain RCB Teames,positive,positive,majority_agreement
1674098352882081794,Sakshi Malik,"@SakshiMalik जय भीम वाला है वो मैडम
जय जोहार वाला नही है 🤣🤣🤣🤣🤣",negative,negative,full_agreement
